POSSIBILITY,TUITION FEES BUDGET,OVERALL BUDGET,STATE,COLLEGE,UNIVESITY NAME,TYPE,YEAR,SEATS,OVERVIEW,WEBSITE,TUITION FEE,"HOSTEL CHARGES
P.A.",ANNUAL,ONE TIME,TUITION PACKAGE,GRAND TOTAL,TYPE,QUOTA,"OPENING RANK
2023","CLOSING RANK
2023",OPENING SCORE,CLOSING SCORE
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"VENKATESWARA INSTITUTE OF MEDICAL SCIENCES, GAJRAULA, AMROAHA ( 062 )","Shri Venkateshwara University, Gajraula",Trust,2016,250,"Shri Venkateshwara University is an autonomous body promulgated by the Govt. of Uttar Pradesh Act. No. 26 of 2010, passed by Uttar Pradesh Assembly. The University is further approved by the UGC u/s 2(f) of the UGC Act 1956, with the right to confer degree u/s 22(1) of the UGC Act.Venkateshwara Institute of Medical Sciences (VIMS) is a premier medical institute of India acknowledged as a center of excellence for education. Here you will find well-equipped classrooms, world-class laboratories, and technology-enabled learning. Super specialists engaged with the latest surgical equipment. VIMS has the advantage of 1200+ teaching beds that offers practical training to the students during their internship that makes complete digital and comprehensive learning. The institute is presently affiliated to the Shri Venkateshwara University  and is recognized by the MCI for conducting. The secret of the success of any medical college or hospital lies in the quality of its faculty. Our team has eminent doctors with teaching experience and Nationalized with and administrative affairs.",https://vimshospital.edu.in/,"₹ 9,00,000.00",150000/-(NON A.C.) and 175000/-(A.C.),"REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,81595,525163,259,529
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"KRISHAN MOHAN MEDICAL COLLEGE & HOSPITAL, MATHURA ( 057 )","Dr B R Ambedkar University,Agra, U.P.",Society,2016,150,"Krishna Mohan to CollegeIn 1995, the Krishna Mohan Medical Colleges and Hospitals came up as one of the top college in India to study medicine in Mathura U.P.The university has been offering an MBBS course since 1996 with a total intake of around 50 students per year.This, K M Medical College & Hospital is a multi-stream and multi-cultural Organization, providing high quality education to students & having the best performance services in Hospital with 900 Beds including Emergency Services, Operation Theatres, OPD services, ICU’s, SICUs, PICUs, NICU’s and 24 Hour Ambulance Service in the whole Region. It is functioning in a sprawling area of acres of land located in Mathura with the state of the art infrastructure facilities. There are Number of Specialized fully professional Doctors for every Department respectively.",https://kmmedicalcollege.in/,"₹ 11,73,856.00",150000/-(NON A.C.) and 175000/-(A.C.),"REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,70034,532502,256,543
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"VARUNARJUN MEDICAL COLLEGE & ROHILKHAND HOSPITAL , SAHJAHANPUR ( 061 )",Mahatma Jyotiba Phule Rohilkhand University,Trust,2016,150,"Varun Arjun Medical College & Rohilkhand Hospital is situated in Banthara,Shahjahanpur,Uttar Pradesh.Varun Arjun Medical College & Rohilkhand Hospital is run by award winning doctors of the repute, which is a matter of immense pride for the college. College has been established by Varun Arjun Trust dedicated to providing quality education.College has been established by Varun Arjun Trust dedicated to providing quality education.The faculty members, apart from teaching UG & PG, are actively involved in research activities.
Varun Arjun Medical College & Rohilkhand Hospital is a premier 1030 bedded tertiary care teaching hospital which provides immense training & planning opportunities & platform for students of medical & allied fields. The Hospital provides round the clock Emergency & Trauma care.Rohilkhand Hospital is run by award winning doctors of the repute. ",https://www.varunarjunmedicalcollege.com/,"₹ 12,10,000.00","₹ 1,50,000.00","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,150557,565135,245,461
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"TEERTHANKAR MAHAVEER MEDICAL COLLEGE & RESEARCH CENTRE, MORADABAD ( 039 )","Teerthanker Mahaveer University, Moradabad",Trust,2008,150,"Teerthanker Mahaveer University, the Best Private University in UP, established by an ‘Act’ (No. 30) of 2008 of the Government of Uttar Pradesh, approved by the University Grants Commission (UGC)) in 2008, vide letter No. F. 9-31/2008 (CPP-1) dated October 2008.As a multi-disciplinary varsity, we offer career-oriented programmes at all levels, i.e., UG, PG, and Doctoral degrees across diverse streams MedicalAs a multi-disciplinary varsity, we offer career-oriented programmes at all levels. Major equipments MedicalSleep Lab, CT Scan, MRI, Mammography, Cath Lab, Echocardiograph, EEG, EMG, NCV, BERA, TMT, Digital X-Ray with IITV, Color Doppler, Bronchoscope, Endoscope, Audiometer, Dialysis, Image Intensifier Laparoscopic sets, Holmium Laser, DSA, Green Laser.",https://www.tmu.ac.in/medical-college-and-research-centre,"₹ 16,20,000.00",TRIPLE SHARING (NON/AC)= 150000           TRIPLE SHARING (AC)=250000                                  TWIN SHARING (AC)= 300000                 AMOUNT NOT EXCEEDING 100000 SHALL BE CHARGEABLE FOR FOOD & MESS,REFUNDABLE SEC DEP-100000,,,,PRIVATE,UROP,121959,584489,239,487
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"NARAINA MEDICAL COLLEGE & HOSPITAL, KANPUR ( 065 ","Atal Bihari Vajpayee Medical University, Lucknow, Uttar Pradesh",Society,2021,150,"Established in 2013 by the Naraina Group of Institutions in Kanpur, Naraina Medical College & Research Centre (NMCRC) has been a beacon of revolutionary healthcare in the city. With 350 beds, including 100 ICU beds, and a team of over 150 expert doctors across 40+ departments, NMCRC is committed to delivering high-quality, cost-effective healthcare. Led by Chairman Sri Kailash Narain Trivedi, it has emerged as the region's premier healthcare provider, boasting a comprehensive healthcare system with departments, pharmacies, laboratories, and diagnostic centers. NMCRC is nationally recognized for its leadership during the Covid-19 pandemic, prioritizing patient-centric care, professional excellence, and continuous improvement.",http://www.narainamedicalcollege.com/,"₹ 12,14,683.00",175000/-(A.C.),"REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,175953,586187,238,440
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"SKS MEDICAL COLLEGE, MATHURA ( 066 )","Atal Bihari Vajpayee Medical University, Lucknow, Uttar Pradesh",Private,2023,150,"SKS Hospital Medical College and Research Centre is the preferred choice for students as the best medical college in UP which is fully operated with 350 beds with all basic and advanced technology. With the sufficient opportunities, students are engaged out rightly to treat patients and leverage their clinical experience. It has a well-equipped campus with modern facilities. The college has a strong faculty with experienced and qualified doctors. The college also has a good library with a wide collection of medical books and journals.
Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut elit tellus, luctus nec ullamcorper mattis, pulvinar dapibus leo.",https://sksmedicalcollege.com/,"₹ 12,14,683.00",150000/-(NON A.C.) and 175000/-(A.C.),"REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,86063,593061,236,524
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,SARASWATI MEDICAL COLLEGE UNNAO ( 093 ),CSJM University Kanpur,Trust,2016,150,"Saraswati Group of Educational Institutes is a reputed and reliable educational group having a Dental College, an Engineering College, three Management Colleges, a 300 Bed Hospital and Research CenterSaraswati Medical College offers BACHELOR OF MEDICINE AND BACHELOR OF SURGERY (M.B.B.S.). It is a comprehensive medical institute having excellent infrastructure & maintaining high Academic standards.Saraswati medical college is affilited to the Chhatrapati Shahu Ji Maharaj University Kanpur Recognised by Medical Council of India (MCI) and Ministry of Health & Family Welfare,Government of india vide Notification No.U-12011/13/2016-ME-1 dated 20-08-2016Saraswati hospital was commissioned in 2015 to provide the much needed specialty health Care for residents of Lucknow and nearby towns. The hospital has state of the art technology, with round the clock patient care in 100 beds spread over a dozen branches of health care.

",https://www.saraswatimedical.ac.in/,"₹ 11,59,610.00","₹ 1,50,000.00","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,115981,596636,235,493
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"INTEGRAL INSTITUTE OF MEDICAL SCIENCES & & RESEARCH, LUCKNOW ( 041 )","Integral University, Lucknow",Private,2013,150,"The Integral Institute of Medical Sciences and Research is dedicated to providing value-based education in a disciplined environment. Following the guidelines of the National Medical Commission, it employs competency-based teaching methods to groom Indian medical graduates into proficient clinicians, communicators, and lifelong learners with leadership qualities. The institute utilizes various teaching modules, including early clinical exposure and small group discussions, supplemented by formative and summative assessments. It emphasizes research addressing current health issues, aiming for tangible benefits to society. With an 800-plus bedded hospital and over 20 departments offering round-the-clock services, including emergency care and critical services, the institute has completed a successful decade. Despite recent challenges, faculty members have admirably adapted to ensure consistent learning, including online education. The institute fosters a culture of continuous learning, with plans for broader student engagement through seminars, conferences, and re-orientation programs. Faculty dedication and the commitment of doctors and staff reflect a shared mission to provide quality healthcare and community outreach. This institute serves as a crucial starting point for aspiring doctors, shaping them into compassionate professionals dedicated to serving humanity.",https://www.iul.ac.in/IIMSR/default.aspx,"₹ 17,00,000.00","₹  2,50,000/-","SEC FEES- 100000
OTHER FEES- 100000",,,,PRIVATE,UROP,154084,621424,227,458
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"CAREER INSTITUTE OF MEDICAL SCIENCES, LUCKNOW ( 037 )","Dr. Ram Manohar Lohia Avadh University, Faizabad",Trust,2011,150,"Career Institute of Medical Sciences Lucknow is one of the leading medical institutes and providing high-quality Medical education, health care services of truly global a standard of this region which was established in 2011.",https://www.careermedical.in/,"₹ 15,80,000.00","₹ 3,00,000.00",REFUNDABLE- 300000,,,,PRIVATE,UROP,232385,679035,210,399
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TAMIL NADU,"SREE BALAJI MEDICAL COLLEGE AND HOSPITAL, CHENNAI,NO 7 WORKS ROAD CHROMEPET CHENNAI, TAMIL NADU, 600044","Bharath Institute of Higher Education & Research (Deemed Univ.), Chennai",Trust,2003,250," Established in 2003, Sree Balaji Medical College & Hospital has rapidly become renowned for its high academic standards and commitment to quality medical care. Emphasizing social responsibility, the institution aims to train professionals to enhance patients' quality of life through personalized care. As a self-funded, private, non-profit entity, SBMC Chennai prioritizes community service, especially catering to the needs of the underprivileged. Boasting modern infrastructure, including advanced departments, laboratories, and classrooms, the college offers a conducive learning environment. With highly qualified staff, cutting-edge equipment, and exposure to diverse medical conditions, SBMC Chennai nurtures students into competent, research-oriented medical practitioners. Committed to providing exemplary healthcare, it endeavors to produce skilled physicians dedicated to serving society.",https://sbmch.ac.in/,"₹ 25,50,000.00","₹ 1,29,000.00",-,,"₹ 1,14,75,000.00","₹ 1,20,55,500.00",Deemed/ Paid Seats Quota,OPEN,92130,1221896,517,106.5
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"F.H. MEDICAL COLLEGE, AGRA ( 040 ","Dr B R Ambedkar University,Agra, U.P.",Trust,2014,150,"F.H. Medical College and Hospital, Agra, established in 2014, is a full-fledged tertiary private Medical college and hospital. It is located at Agra in Uttar Pradesh. The college imparts the degree of Bachelor of Medicine and Surgery (MBBS). The yearly undergraduate student intake is 150.The college’s mission is to develop knowledge, skills and attitudes that promote professionalism, teamwork, life-long learning, empathy,  scholarship, cultural sensitivity, and leadership, with the goal of  providing excellence in education, health care and research within the   centre of learning and  preparing students for academic pursuits, medical professional training, enhanced personal lives and responsible global citizenship; extending frontiers of knowledge through relevant interdisciplinary Research; fostering an intellectual culture that bridges basic science and clinical practice; contributing to enhance the health of the humanity.

",https://fhmc.co.in/,"₹ 16,50,000.00","1. Rs. 300000/- per year
(AC Double seated with fooding)
2. Rs. 200000/- per year
(Non AC Double seated with fooding)","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,118473,715506,200,490
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"SANTOSH MEDICAL COLLEGE AND HOSPITAL, GHAZIABAD,NO.1, SANTOSH NAGAR, GHAZIABAD, NCR DELHI, UTTAR PRADESH, 201009",Santosh University,Trust,1996,150,"In 1995, the Santosh Medical Colleges and Hospitals came up as one of the top institutions in India to study medicine in Ghaziabad. The university has been offering an MBBS course since 1996 with a total intake of around 50 students per year. 2005 onwards, the course was recognised by the Ministry of Health and Family Welfare of the Government of India and the capacity of accepting a particular number of admissions was increased to 100. 20 years after its inception, the institute is considered as the best medical university, India.
In the same manner, Santosh College started in 1995 with an aim of imparting a higher level education in dentistry. The institution offers a foundation course in BDS since 1996 by accepting about 40 students annually. But the number of admissions went up higher to 100 per year after 2005. It has now become the best university for higher education.


",https://www.santosh.ac.in/,"₹ 24,00,000.00","SINGLE ROOM AC- 450000
DOUBLE ROOM- 400000
4 SHARING- 300000",-,,,,Deemed/ Paid Seats Quota,OPEN,77348,851640,534,168
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,WEST BENGAL,ICARE INSTITUTE OF MEDICAL SCIENCE AND RESEARCH AND DR B C ROY HOSPITAL HALDIA,"West Bengal University of Health Sciences,Kolkata",Trust,2011,150,"Established in 2011, ICARE Institute of Medical Sciences and Research, along with Dr.Bidhan Chandra Roy Hospital, Haldia (IIMSAR & BCRHH), was founded to create a modern educational center and excellent healthcare facilities in Haldia. In partnership with Dr. Bidhan Chandra Roy Hospital, ICARE Medical College in Haldia, West Bengal, has a 750-bed capacity.",https://icaremedicalcollege.in/,"₹ 19,00,000.00","₹ 50,000.00","₹ 90,000.00",,"₹ 85,50,000.00","₹ 88,65,000.00",PRIVATE,MQ-UR,79824,861940,531,165
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,WEST BENGAL,JMN MEDICAL COLLEGE AND HOSPITAL,"West Bengal University of Health Sciences,Kolkata",Trust,2023,150,"College of Medicine & JNM Hospital, Kalyani, Nadia, was set up under the ownership and administrative control of the WBUHS, in the year 2009.
The College and the Hospital are located in same campus of 76.3 acres of land. The Hospital has 450 teaching beds with extra admissions in all departments due to heavy rush of patients.
The institution is situated at a distance of 100 meters from Kalyani Shlipanchal Railway Station and 1.5 Km from Kalyani Railway Station.",https://jmnmedicalcollege.org.in/,"₹ 19,00,000.00",₹144000-196000,"₹ 1,05,000.00",,"₹ 85,50,000.00","₹ 93,03,000.00",PRIVATE,MQ-UR,106193,957507,502,146
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,WEST BENGAL,SANTINIKETAN MEDICAL COLLEGE,The West Bengal University of Health Sciences,Trust,2021,150,"The sprawling 25-acre self-contained campus has excellent infrastructure and learning resources that collectively provide a stimulating and enjoyable learning ambiance. This campus is fully equipped with wifi & Makes an Eco-friendly campus. We are developing an entire digitalized campus, Especially with fully equipped Hi-tech Laboratories. Specialized Gym, Indoor games & outdoor games are present on campus. Specialized Hostels are available at Santiniketan Medical Colleges for both boys & girls. Intel-powered computers & Air conditioning are current on SMC Campus. Fresh vegetables & fruits are grown on campus. In Santiniketan Medical College, We promised the green campus for the betterment of humanity! The hostels accommodate over 200 boys and girls. Student amenities are within the campus are Playground, auditorium, garden, prayer places, co-op store, book shop, canteens, cafeteria, etc.",https://www.smcbangla.com/,"₹ 19,00,000.00",₹158400-231600,"₹ 1,05,000.00",,"₹ 85,50,000.00","₹ 98,57,200.00",PRIVATE,MQ-UR,89834,1189993,520,111
